profile,Meta,Isolate,log_odds,p,padj,Name,full
K23535,415,708,-3.0325606949813637,0,0,general nucleoside transport system permease protein,general nucleoside transport system permease protein - K23535
K17836,113,206,-3.033410003968268,1.1820034520882756e-140,2.467475318073399e-140,beta-lactamase class A [EC:3.5.2.6],beta-lactamase class A [EC:3.5.2.6] - K17836
K07417,38,71,-3.0338312110462438,9.322596377119989e-50,1.1502232731366568e-49,cytochrome P450 family 2 subfamily G1,cytochrome P450 family 2 subfamily G1 - K07417
K07416,38,71,-3.0338312110462438,9.322596377119989e-50,1.1502232731366568e-49,cytochrome P450 family 2 subfamily F [EC:1.14.14.1],cytochrome P450 family 2 subfamily F [EC:1.14.14.1] - K07416
PF00361,76,140,-3.033909937687765,2.8044718224349446e-96,7.166983546222636e-96,Proton-conducting membrane transporter,Proton-conducting membrane transporter - PF00361
PF01515,76,140,-3.033909937687765,2.8044718224349446e-96,7.166983546222636e-96,Phosphate acetyl/butaryl transferase,Phosphate acetyl/butaryl transferase - PF01515
K13252,44,82,-3.034212322143505,3.432759752934172e-57,4.474560344272341e-57,putrescine carbamoyltransferase [EC:2.1.3.6],putrescine carbamoyltransferase [EC:2.1.3.6] - K13252
K04778,119,217,-3.035223913420373,3.8996720937937386e-148,8.37100636336007e-148,vibriobactin synthetase,vibriobactin synthetase - K04778
PF00127,124,226,-3.0359462861747533,3.1884712602388245e-154,1.2427548217340252e-153,"Copper binding proteins, plastocyanin/azurin family","Copper binding proteins, plastocyanin/azurin family - PF00127"
PF03029,39,73,-3.036150896761486,3.8019029800819854e-51,6.141738958783346e-51,Conserved hypothetical ATP binding protein,Conserved hypothetical ATP binding protein - PF03029
PF04214,111,203,-3.0361520712038264,9.157186444236952e-139,3.194015632126492e-138,"Protein of unknown function, DUF","Protein of unknown function, DUF - PF04214"
PF00698,111,203,-3.0361520712038264,9.157186444236952e-139,3.194015632126492e-138,Acyl transferase domain,Acyl transferase domain - PF00698
K23078,45,84,-3.0362829338335513,1.3993675399469607e-58,1.844704564373356e-58,menaquinone C8-methyltransferase [EC:2.1.1.350],menaquinone C8-methyltransferase [EC:2.1.1.350] - K23078
K21182,161,291,-3.036364797964241,6.351349891265362e-198,1.6269851793072602e-197,(S)-beta-tyrosine adenylation enzyme [EC:6.2.1.-],(S)-beta-tyrosine adenylation enzyme [EC:6.2.1.-] - K21182
PF02801,180,324,-3.03656900420801,4.3032785774100906e-220,2.3193772935785708e-219,"Beta-ketoacyl synthase, C-terminal domain","Beta-ketoacyl synthase, C-terminal domain - PF02801"
K08971,73,135,-3.0369490998578197,5.260377669922857e-93,8.778397657771965e-93,putative membrane protein,putative membrane protein - K08971
K20256,142,258,-3.037175104733222,8.383909172474975e-176,1.9675078320409876e-175,flavin reductase [EC:1.-.-.-],flavin reductase [EC:1.-.-.-] - K20256
K22087,68,126,-3.0373635132624828,5.98286871397857e-87,9.56647717739613e-87,methylglutamate dehydrogenase subunit D [EC:1.5.99.5],methylglutamate dehydrogenase subunit D [EC:1.5.99.5] - K22087
K10937,63,117,-3.0380093659869325,6.763652429961029e-81,1.0399868397066268e-80,accessory colonization factor AcfB,accessory colonization factor AcfB - K10937
K17067,163,295,-3.0381916205074653,9.852589049452787e-201,2.567209467203931e-200,formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37],formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37] - K17067
PF07221,46,86,-3.0382725254241403,5.703206824163336e-60,1.0082609933433356e-59,N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase),N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase) - PF07221
K16111,139,253,-3.038277951080349,1.6625920684882168e-172,3.865487966104452e-172,nonribosomal peptide synthetase protein BlmVII,nonribosomal peptide synthetase protein BlmVII - K16111
K22468,58,108,-3.03894442148194,7.603278021434629e-75,1.115325610174125e-74,polyphosphate kinase [EC:2.7.4.34],polyphosphate kinase [EC:2.7.4.34] - K22468
K21181,85,157,-3.039245939939808,6.5077887085153645e-108,1.1808335453711937e-107,"MIO-dependent L-tyrosine 2,3-aminomutase [EC:5.4.3.6]","MIO-dependent L-tyrosine 2,3-aminomutase [EC:5.4.3.6] - K21181"
K00625,75,139,-3.039749561619175,8.630519334722188e-96,1.4631564261438293e-95,phosphate acetyltransferase [EC:2.3.1.8],phosphate acetyltransferase [EC:2.3.1.8] - K00625
K00645,110,202,-3.0400907924298495,2.838215034265454e-138,5.863770994885063e-138,[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] - K00645
K01647,53,99,-3.0402475403609945,8.503114521548276e-69,1.1975139911111858e-68,citrate synthase [EC:2.3.3.1],citrate synthase [EC:2.3.3.1] - K01647
PF00494,53,99,-3.0402475403609945,8.503114521548276e-69,1.6626881341377648e-68,Squalene/phytoene synthase,Squalene/phytoene synthase - PF00494
K24179,70,130,-3.0402809775369897,9.84128350175947e-90,1.6059025016882184e-89,cytochrome P450 family 72 subfamily A61 [EC:1.14.14.-],cytochrome P450 family 72 subfamily A61 [EC:1.14.14.-] - K24179
K16702,59,110,-3.04055931957761,3.0912741542330034e-76,4.5613143678252446e-76,amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-],amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-] - K16702
PF10907,35,66,-3.0413095263352656,1.7147115608341946e-46,2.6240282976402066e-46,Protein of unknown function (DUF2749),Protein of unknown function (DUF2749) - PF10907
PF05013,92,170,-3.041626201814587,9.08334550973485e-117,2.71565143103141e-116,N-formylglutamate amidohydrolase,N-formylglutamate amidohydrolase - PF05013
K05660,82,152,-3.041998017596595,1.2284237534634308e-104,2.191644516332334e-104,"ATP-binding cassette, subfamily B (MDR/TAP), member 5","ATP-binding cassette, subfamily B (MDR/TAP), member 5 - K05660"
TIGR03707.1,60,112,-3.042127396648126,1.2564119335904711e-77,4.925839309730866e-77,polyphosphate kinase 2,polyphosphate kinase 2 - TIGR03707.1
TIGR04379.1,42,79,-3.042507727285896,2.5761897783531134e-55,6.2468879307464224e-55,myo-inosose-2 dehydratase,myo-inosose-2 dehydratase - TIGR04379.1
PF10503,88,163,-3.042952222286837,4.2757258007742925e-112,1.2247239254252382e-111,Esterase PHB depolymerase,Esterase PHB depolymerase - PF10503
PF03720,144,263,-3.0430238894902786,1.6279498559576414e-179,7.300632269091894e-179,"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain","UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain - PF03720"
TIGR00126.1,36,68,-3.043562803617633,6.990056266664745e-48,1.3607093289400746e-47,deoxyribose-phosphate aldolase,deoxyribose-phosphate aldolase - TIGR00126.1
K16787,61,114,-3.0436510112463995,5.104855392224565e-79,7.702656162778132e-79,energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-] - K16787
K15656,132,242,-3.0439719434525534,2.017780350845791e-165,4.601568304661075e-165,surfactin/lichenysin synthetase C,surfactin/lichenysin synthetase C - K15656
PF05433,73,136,-3.044400745507228,6.547321596051128e-94,1.6424868323571027e-93,Glycine zipper 2TM domain,Glycine zipper 2TM domain - PF05433
K00520,154,281,-3.0444840806682825,9.955115535825771e-192,2.4828296117238775e-191,mercuric reductase [EC:1.16.1.1],mercuric reductase [EC:1.16.1.1] - K00520
K24953,150,274,-3.044640902491563,5.051528661856994e-187,1.2370687304929009e-186,nopaline oxidase subunit B,nopaline oxidase subunit B - K24953
K20709,79,147,-3.044989233120408,2.3125089203291398e-101,4.0535683139686146e-101,phenylalanine aminomutase (L-beta-phenylalanine forming) [EC:5.4.3.10],phenylalanine aminomutase (L-beta-phenylalanine forming) [EC:5.4.3.10] - K20709
K02846,129,237,-3.045391574916189,3.9646252266338145e-162,8.963811799089003e-162,N-methyl-L-tryptophan oxidase [EC:1.5.3.-],N-methyl-L-tryptophan oxidase [EC:1.5.3.-] - K02846
K07422,74,138,-3.0457113213377505,2.6510161442875105e-95,4.483717950216769e-95,long-chain fatty acid omega-monooxygenase [EC:1.14.14.80],long-chain fatty acid omega-monooxygenase [EC:1.14.14.80] - K07422
K03521,125,230,-3.0459436739133046,1.9502747745397636e-157,4.333174831807957e-157,electron transfer flavoprotein beta subunit,electron transfer flavoprotein beta subunit - K03521
PF13354,144,264,-3.04693238648524,2.009284784597061e-180,9.04567549344762e-180,Beta-lactamase enzyme family,Beta-lactamase enzyme family - PF13354
PF00766,132,243,-3.048206147030308,2.4926131368477072e-166,1.0489746950900766e-165,Electron transfer flavoprotein FAD-binding domain,Electron transfer flavoprotein FAD-binding domain - PF00766
K11531,118,218,-3.0483066666225955,1.8571222439155455e-149,4.008822498934936e-149,lsr operon transcriptional repressor,lsr operon transcriptional repressor - K11531
K01466,52,98,-3.0487749096829404,2.5999521527456956e-68,3.6513068931437024e-68,allantoinase [EC:3.5.2.5],allantoinase [EC:3.5.2.5] - K01466
K12139,71,133,-3.0493031619409376,4.957240982848943e-92,8.22593202190441e-92,hydrogenase-4 component D [EC:1.-.-.-],hydrogenase-4 component D [EC:1.-.-.-] - K12139
TIGR01727.1,370,647,-3.049341410939232,0,0,oligopeptide/dipeptide ABC transporter ATP-binding protein,oligopeptide/dipeptide ABC transporter ATP-binding protein - TIGR01727.1
TIGR02360.1,39,74,-3.0496983622908673,4.732731353479977e-52,1.0532524152704777e-51,4-hydroxybenzoate 3-monooxygenase,4-hydroxybenzoate 3-monooxygenase - TIGR02360.1
K21464,83,155,-3.0498069446810767,6.158284791042112e-107,1.1129805208783434e-106,penicillin-binding protein 2D [EC:2.4.1.129 3.4.16.4],penicillin-binding protein 2D [EC:2.4.1.129 3.4.16.4] - K21464
PF13483,83,155,-3.0498069446810767,6.158284791042112e-107,1.685005367442971e-106,Beta-lactamase superfamily domain,Beta-lactamase superfamily domain - PF13483
PF04234,156,286,-3.0498572897177207,1.9066178155878725e-195,9.38362963053099e-195,CopC domain,CopC domain - PF04234
PF00118,115,213,-3.050141904438472,3.6024562977708323e-146,1.3199536245617734e-145,TCP-1/cpn60 chaperonin family,TCP-1/cpn60 chaperonin family - PF00118
PF03176,317,561,-3.0501927164756935,0,0,MMPL family,MMPL family - PF03176
K12913,148,272,-3.0504410451025863,4.914519592675141e-186,1.2011671117675504e-185,phosphinothricin tripeptide synthetase PhsC,phosphinothricin tripeptide synthetase PhsC - K12913
K01638,47,89,-3.0514844158609518,2.8903461463360973e-62,3.908953146327619e-62,malate synthase [EC:2.3.3.9],malate synthase [EC:2.3.3.9] - K01638
K17718,40,76,-3.05156168512162,1.9285029734911452e-53,2.443193243421112e-53,cytochrome P450 family 2 subfamily C8 [EC:1.14.14.1],cytochrome P450 family 2 subfamily C8 [EC:1.14.14.1] - K17718
PF00984,145,267,-3.0516892011583026,9.795383750584055e-183,4.444272744649758e-182,"UDP-glucose/GDP-mannose dehydrogenase family, central domain","UDP-glucose/GDP-mannose dehydrogenase family, central domain - PF00984"
TIGR02593.1,86,161,-3.0531797339361835,4.043249955575853e-111,2.975690098884334e-110,CRISPR-associated protein Cas5,CRISPR-associated protein Cas5 - TIGR02593.1
K16423,55,104,-3.0532739831191895,1.7491004099801746e-72,2.527992742620697e-72,"(S)-3,5-dihydroxyphenylglycine transaminase [EC:2.6.1.103]","(S)-3,5-dihydroxyphenylglycine transaminase [EC:2.6.1.103] - K16423"
K00078,81,152,-3.0541300943071175,4.68065538382508e-105,8.37767053688206e-105,dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179],dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179] - K00078
PF01493,49,93,-3.0546258035744733,4.7892742805012755e-65,8.964934853831154e-65,GXGXG motif,GXGXG motif - PF01493
K15854,42,80,-3.05505481729584,3.2007239664309686e-56,4.146204248289263e-56,alkanal monooxygenase beta chain [EC:1.14.14.3],alkanal monooxygenase beta chain [EC:1.14.14.3] - K15854
K15355,105,196,-3.055473545619388,6.452992340708914e-135,1.3120822428855154e-134,malonyl CoA-acyl carrier protein transacylase,malonyl CoA-acyl carrier protein transacylase - K15355
PF12838,215,391,-3.055508379244564,1.0019017821092412e-266,6.765749534417929e-266,4Fe-4S dicluster domain,4Fe-4S dicluster domain - PF12838
TIGR00003.1,70,132,-3.055683836840215,1.5172252309410264e-91,7.400883539299541e-91,copper ion binding protein,copper ion binding protein - TIGR00003.1
K09510,35,67,-3.0562489064826326,2.1295360714230874e-47,2.5772635683148432e-47,DnaJ homolog subfamily B member 4,DnaJ homolog subfamily B member 4 - K09510
K10940,83,156,-3.0563226951084768,7.624869258777925e-108,1.3830259053951412e-107,outer membrane protein OmpT,outer membrane protein OmpT - K10940
K00694,64,121,-3.056332246827318,4.238290454811433e-84,6.659980733509776e-84,cellulose synthase (UDP-forming) [EC:2.4.1.12],cellulose synthase (UDP-forming) [EC:2.4.1.12] - K00694
PF13610,450,779,-3.0565012030234135,0,0,DDE domain,DDE domain - PF13610
K11690,209,381,-3.056605313624505,4.498544787622115e-260,1.4657587700983442e-259,"C4-dicarboxylate transporter, DctM subunit","C4-dicarboxylate transporter, DctM subunit - K11690"
K26400,43,82,-3.056695573125446,1.3036380074167917e-57,1.7068285336322334e-57,3-dehydroshikimate dehydratase [EC:4.2.1.118],3-dehydroshikimate dehydratase [EC:4.2.1.118] - K26400
K08688,156,288,-3.0570581007924185,2.878586271527029e-197,7.343841083956883e-197,creatinase [EC:3.5.3.3],creatinase [EC:3.5.3.3] - K08688
PF04290,210,383,-3.0573252543012432,1.7382549433307435e-261,1.1342601779093589e-260,"Tripartite ATP-independent periplasmic transporters, DctQ component","Tripartite ATP-independent periplasmic transporters, DctQ component - PF04290"
K06980,78,147,-3.057578717490135,8.789710499069575e-102,1.5477802454057816e-101,tRNA-modifying protein YgfZ,tRNA-modifying protein YgfZ - K06980
PF11902,36,69,-3.058075879869937,8.675681169549205e-49,1.3654205526329812e-48,Protein of unknown function (DUF3422),Protein of unknown function (DUF3422) - PF11902
NF005589.0,59,112,-3.0586672778861015,4.76639255280699e-78,1.886322335757106e-77,beta-ketoacyl-ACP synthase II,beta-ketoacyl-ACP synthase II - NF005589.0
K12423,103,193,-3.0588179234347015,4.957604496106483e-133,9.999066982078643e-133,fatty acid CoA ligase FadD21,fatty acid CoA ligase FadD21 - K12423
PF00070,1005,1565,-3.0588836899539507,0,0,Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductase - PF00070
K16556,73,138,-3.0591450176122925,1.0062383444568018e-95,1.7053271164262823e-95,succinoglycan biosynthesis protein ExoM [EC:2.4.-.-],succinoglycan biosynthesis protein ExoM [EC:2.4.-.-] - K16556
PF00854,37,71,-3.0598169852349093,3.534249145753498e-50,5.650420347959653e-50,POT family,POT family - PF00854
K04020,67,127,-3.059941576972642,2.8241435855953425e-88,4.560887157904378e-88,phosphotransacetylase,phosphotransacetylase - K04020
PF06169,121,226,-3.060271510794504,1.7914386350277322e-155,7.089458175757107e-155,Protein of unknown function (DUF982),Protein of unknown function (DUF982) - PF06169
K03077,157,291,-3.0614097199060883,1.388978505874631e-199,3.587418441165628e-199,L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4],L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4] - K03077
NF006038.0,38,73,-3.0614790131339906,1.439652274635477e-51,3.1291923793242627e-51,transposase,transposase - NF006038.0
K17315,277,500,-3.0620940010516127,0,0,glucose/mannose transport system substrate-binding protein,glucose/mannose transport system substrate-binding protein - K17315
PF03721,149,277,-3.0625302811784367,3.596054108487797e-190,1.7188546695508546e-189,"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain","UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain - PF03721"
K05280,47,90,-3.062659021097532,3.5808149313495955e-63,4.879652020734361e-63,flavonoid 3'-monooxygenase [EC:1.14.14.82],flavonoid 3'-monooxygenase [EC:1.14.14.82] - K05280
K08372,83,157,-3.062797892600415,9.418781929716981e-109,1.7164941740910713e-108,putative serine protease PepD [EC:3.4.21.-],putative serine protease PepD [EC:3.4.21.-] - K08372
K12912,145,270,-3.063204616978821,1.815749248281582e-185,4.427104301555094e-185,phosphinothricin tripeptide synthetase phsB [EC:6.2.1.67],phosphinothricin tripeptide synthetase phsB [EC:6.2.1.67] - K12912
PF00295,48,92,-3.064018862281445,1.4570178950741758e-64,2.705557610117754e-64,Glycosyl hydrolases family 28,Glycosyl hydrolases family 28 - PF00295
K22169,71,135,-3.064369408351329,7.593400408923751e-94,1.2714058591738597e-93,F420H2 dehydrogenase subunit N [EC:1.5.98.3],F420H2 dehydrogenase subunit N [EC:1.5.98.3] - K22169
K24986,192,354,-3.0644086358961733,1.8041055747840374e-242,5.499063127521886e-242,putative riboflavin transport system permease protein,putative riboflavin transport system permease protein - K24986
NF040570.1,232,424,-3.0646863015951693,7.170070702039548e-290,1.9405449416165102e-288,RNA-guided endonuclease TnpB family protein,RNA-guided endonuclease TnpB family protein - NF040570.1
K05346,116,218,-3.065277889737103,2.6905952143439096e-150,5.815494533204272e-150,deoxyribonucleoside regulator,deoxyribonucleoside regulator - K05346
K02297,57,109,-3.0653070255938393,3.57379372151242e-76,5.270188149980624e-76,cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3] - K02297
K22360,86,163,-3.0657019544336688,6.166825233457393e-113,1.1485109992247907e-112,alkene monooxygenase ferredoxin subunit,alkene monooxygenase ferredoxin subunit - K22360
K22801,41,79,-3.0660485891074356,9.72450769122141e-56,1.2551632607638357e-55,aurachin B monooxygenase [EC:1.14.13.-],aurachin B monooxygenase [EC:1.14.13.-] - K22801
PF13806,177,328,-3.0660631459861105,5.55439473141869e-225,3.0648121047709306e-224,Rieske-like [2Fe-2S] domain,Rieske-like [2Fe-2S] domain - PF13806
K16698,260,473,-3.0664301446125806,3.5e-323,1.4e-322,teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-],teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-] - K16698
PF02424,58,111,-3.066470840724735,1.4511084705295588e-77,3.1241195338648423e-77,ApbE family,ApbE family - PF02424
PF08402,520,896,-3.0673500906371363,0,0,TOBE domain,TOBE domain - PF08402
PF13187,125,235,-3.0679940390900047,5.519660470688038e-162,2.261405868325981e-161,4Fe-4S dicluster domain,4Fe-4S dicluster domain - PF13187
K18775,43,83,-3.0687963961670226,1.611824366513696e-58,2.1225391605313148e-58,levanbiose-producing levanase [EC:3.2.1.64],levanbiose-producing levanase [EC:3.2.1.64] - K18775
PF17912,326,586,-3.0690356315562277,0,0,MalK OB fold domain,MalK OB fold domain - PF17912
K25365,109,206,-3.069171356317635,2.508852243942223e-142,5.268063747447653e-142,guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10],guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10] - K25365
K24409,61,117,-3.0697792643974084,9.69719588663944e-82,1.499801019156588e-81,thioglycine synthase [EC:6.2.2.1],thioglycine synthase [EC:6.2.2.1] - K24409
PF13229,149,279,-3.0699548073730245,5.386539610469351e-192,2.5906690507495446e-191,Right handed beta helix region,Right handed beta helix region - PF13229
K07533,45,87,-3.0713425634958726,2.669833224467358e-61,3.588439288280335e-61,foldase protein PrsA [EC:5.2.1.8],foldase protein PrsA [EC:5.2.1.8] - K07533
PF09130,45,87,-3.0713425634958726,2.669833224467358e-61,4.770786600336671e-61,Domain of unknown function (DUF1932),Domain of unknown function (DUF1932) - PF09130
PF04324,106,201,-3.071770384272191,4.817113832392559e-139,1.687806249268162e-138,BFD-like [2Fe-2S] binding domain,BFD-like [2Fe-2S] binding domain - PF04324
K18833,36,70,-3.072384877302558,1.0714034304273171e-49,1.32157349250739e-49,"MFS transporter, DHA3 family, multidrug efflux protein","MFS transporter, DHA3 family, multidrug efflux protein - K18833"
K17853,46,89,-3.0725482669702675,1.0862977361032743e-62,1.475502864769514e-62,cytochrome P450 family 2 subfamily H,cytochrome P450 family 2 subfamily H - K17853
K18894,65,125,-3.0738165646674704,2.6185458426231486e-87,4.197720095984868e-87,"ATP-binding cassette, subfamily B, multidrug efflux pump","ATP-binding cassette, subfamily B, multidrug efflux pump - K18894"
K02000,81,155,-3.0739259359139885,8.784797248643029e-108,1.592264372826793e-107,glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9],glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9] - K02000
K02472,139,262,-3.07424677987623,1.0692652428733919e-180,2.5596942334177565e-180,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336],UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336] - K02472
NF004767.0,74,142,-3.074584759064909,6.1851578737425814e-99,3.68038826671633e-98,aminotransferase,aminotransferase - NF004767.0
PF00116,119,226,-3.076822492606158,2.55877299681847e-156,1.0195591203446495e-155,"Cytochrome C oxidase subunit II, periplasmic domain","Cytochrome C oxidase subunit II, periplasmic domain - PF00116"
K26172,106,202,-3.076835399689077,5.906038475842587e-140,1.2298312135974917e-139,puerarin oxidase,puerarin oxidase - K26172
PF09704,85,163,-3.077273512861051,2.315752659357571e-113,6.707597790134211e-113,CRISPR-associated protein (Cas_Cas5),CRISPR-associated protein (Cas_Cas5) - PF09704
K04792,138,261,-3.0774888752959297,3.3020329478284303e-180,7.89712559824488e-180,mycobactin peptide synthetase MbtF,mycobactin peptide synthetase MbtF - K04792
PF01135,213,396,-3.078157010270273,3.8798634227650636e-272,2.698479859605761e-271,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT),Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) - PF01135
K17814,70,135,-3.078366311024471,2.84594169849923e-94,4.7779001093141616e-94,"cytochrome P450 family 1, invertebrate","cytochrome P450 family 1, invertebrate - K17814"
K20624,42,82,-3.0796954752390358,4.876936207728563e-58,6.402017438611965e-58,12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase / fatty acid hydroxylase [EC:1.14.14.49],12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase / fatty acid hydroxylase [EC:1.14.14.49] - K20624
PF09339,882,1430,-3.080018744420727,0,0,IclR helix-turn-helix domain,IclR helix-turn-helix domain - PF09339
K06196,97,186,-3.0806708101967333,3.346804731799059e-129,6.611754673313487e-129,cytochrome c-type biogenesis protein,cytochrome c-type biogenesis protein - K06196
TIGR00786.1,195,365,-3.080890226556666,2.7824421061224843e-251,6.309375478477742e-250,TRAP transporter large permease subunit,TRAP transporter large permease subunit - TIGR00786.1
K11902,64,124,-3.0810010745908865,7.945825249469239e-87,1.2701146776042756e-86,type VI secretion system protein ImpA,type VI secretion system protein ImpA - K11902
PF02056,56,109,-3.0827093245313155,1.3345471535875398e-76,2.8389679833185484e-76,Family 4 glycosyl hydrolase,Family 4 glycosyl hydrolase - PF02056
K19214,84,162,-3.0827379846637544,7.052124447359149e-113,1.3129010867053762e-112,beta-lactamase class C ACC [EC:3.5.2.6],beta-lactamase class C ACC [EC:3.5.2.6] - K19214
K17690,45,88,-3.0827668509274733,3.2847172983819476e-62,4.441108053535851e-62,cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1],cytochrome P450 family 3 subfamily A5 [EC:1.14.14.1] - K17690
PF06808,225,419,-3.0827798239316575,3.2863505035479305e-288,2.4948340587391642e-287,"Tripartite ATP-independent periplasmic transporter, DctM component","Tripartite ATP-independent periplasmic transporter, DctM component - PF06808"
PF11975,57,111,-3.0835758395662856,5.415979168519237e-78,1.1725367761854789e-77,Family 4 glycosyl hydrolase C-terminal domain,Family 4 glycosyl hydrolase C-terminal domain - PF11975
PF01266,1055,1661,-3.0841530882881734,0,0,FAD dependent oxidoreductase,FAD dependent oxidoreductase - PF01266
K25953,34,67,-3.084430009832037,7.945845937055191e-48,9.63972782286153e-48,taxoid 2alpha-hydroxylase [EC:1.14.14.183],taxoid 2alpha-hydroxylase [EC:1.14.14.183] - K25953
K07437,103,198,-3.0848977519522407,1.38154848232958e-137,2.8460694362429197e-137,cytochrome P450 family 26 subfamily A [EC:1.14.14.-],cytochrome P450 family 26 subfamily A [EC:1.14.14.-] - K07437
PF14331,69,134,-3.0850559038742653,8.633629403734561e-94,2.1611983949219162e-93,IcmF-related N-terminal domain,IcmF-related N-terminal domain - PF14331
K21192,35,69,-3.085485104267605,3.2345408537219526e-49,3.971213678705452e-49,methyltransferase [EC:2.1.1.-],methyltransferase [EC:2.1.1.-] - K21192
K15257,35,69,-3.085485104267605,3.2345408537219526e-49,3.971213678705452e-49,tRNA (mo5U34)-methyltransferase [EC:2.1.1.-],tRNA (mo5U34)-methyltransferase [EC:2.1.1.-] - K15257
PF00510,120,230,-3.0864892609664643,1.5178372916035013e-159,6.164223825865268e-159,Cytochrome c oxidase subunit III,Cytochrome c oxidase subunit III - PF00510
PF19746,36,71,-3.086495505115624,1.316675121968208e-50,2.1152394940056342e-50,Family of unknown function (DUF6233),Family of unknown function (DUF6233) - PF19746
TIGR04021.1,36,71,-3.086495505115624,1.316675121968208e-50,2.741167313477237e-50,dimethylsulfone monooxygenase SfnG,dimethylsulfone monooxygenase SfnG - TIGR04021.1
K24530,71,138,-3.086565331278863,1.411364357694782e-96,2.405756536193148e-96,ferredoxin,ferredoxin - K24530
PF12710,236,440,-3.0866666029169116,6.900555794177201e-303,5.624558284166189e-302,haloacid dehalogenase-like hydrolase,haloacid dehalogenase-like hydrolase - PF12710
K20512,50,98,-3.087262188098256,3.648778943993898e-69,5.147347873668012e-69,taxoid 14beta-hydroxylase [EC:1.14.13.146],taxoid 14beta-hydroxylase [EC:1.14.13.146] - K20512
TIGR02423.1,50,98,-3.087262188098256,3.648778943993898e-69,1.1774328976964925e-68,"protocatechuate 3,4-dioxygenase subunit alpha","protocatechuate 3,4-dioxygenase subunit alpha - TIGR02423.1"
K15007,72,140,-3.0872986367721897,5.703584167537853e-98,9.785388664278716e-98,cytochrome P450 family 313 [EC:1.14.-.-],cytochrome P450 family 313 [EC:1.14.-.-] - K15007
K10211,37,73,-3.087464793779307,5.359552137900752e-52,6.710159276651742e-52,"4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]","4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-] - K10211"
TIGR00709.1,37,73,-3.087464793779307,5.359552137900752e-52,1.1895937152642145e-51,diaminobutyrate--2-oxoglutarate transaminase family protein,diaminobutyrate--2-oxoglutarate transaminase family protein - TIGR00709.1
K06880,51,100,-3.088084177641174,1.4825179848060937e-70,2.1092187692923058e-70,erythromycin esterase [EC:3.1.1.-],erythromycin esterase [EC:3.1.1.-] - K06880
K12664,100,193,-3.0881206841302076,2.632078427725472e-134,5.343108539136264e-134,cytochrome P450 family 26 subfamily B [EC:1.14.14.-],cytochrome P450 family 26 subfamily B [EC:1.14.14.-] - K12664
K20170,63,123,-3.088358307805959,2.405292545662095e-86,3.833769913646012e-86,nicotine oxidoreductase,nicotine oxidoreductase - K20170
K12640,38,75,-3.0883961793469563,2.181490896510859e-53,2.760208794776752e-53,brassinosteroid 6-oxygenase / brassinolide synthase [EC:1.14.14.179 1.14.14.180],brassinosteroid 6-oxygenase / brassinolide synthase [EC:1.14.14.179 1.14.14.180] - K12640
K08485,38,75,-3.0883961793469563,2.181490896510859e-53,2.760208794776752e-53,phosphocarrier protein NPr,phosphocarrier protein NPr - K08485
PF07424,38,75,-3.0883961793469563,2.181490896510859e-53,3.6171330139862426e-53,TrbM,TrbM - PF07424
